countyFips,countyName,year,observedEdRate,summerAvgMax,heatwaveDays,consecutiveHotDays,warmNightCount,tailPercentileTemp,elderlyPct,povertyPct,acCoverage,treeCanopy
06089,Shasta,2024,50.14,91.8383430571762,766,15,114,114.08,21.50014330121916,13.065213077889725,93.1,34.49441985372124
06091,Sierra,2020,,80.74433763188745,26,0,0,97.49840000000002,28.19185645272601,9.35127674258109,55.6,42.85936414761994
06091,Sierra,2021,,82.83736670293797,63,1,0,99.6152,27.768756089639496,8.087041247158169,55.6,42.39595753967725
06091,Sierra,2022,,79.8629411764706,40,0,1,97.87640000000005,31.17283950617284,12.311385459533607,55.6,42.40978154581324
06091,Sierra,2023,,77.0142105263158,25,0,0,96.98,34.49285975833028,11.90040278286342,55.6,42.49816017522759
06091,Sierra,2024,,81.23156862745098,52,1,2,98.96,35.06919155134741,4.151493080844865,55.6,42.42782801197643
06093,Siskiyou,2020,,85.7701759044142,622,3,1,105.08,25.23899255446273,16.761650887030058,63.5,34.91476292930156
06093,Siskiyou,2021,,87.29173985920215,837,11,3,107.06,25.480736563158253,16.554551425788773,63.5,33.093301026603115
06093,Siskiyou,2022,33.01,85.99780093424363,711,8,15,109.04,26.357011509909416,16.547481214102476,63.5,31.621835125402544
06093,Siskiyou,2023,,83.24647605432452,417,4,2,105.98,27.15472008030296,16.41648035771319,63.5,31.37970377827272
06093,Siskiyou,2024,55.08,86.65878392305049,731,10,12,107.96,27.840150922560163,16.189665485666957,63.5,31.21412875920736
06095,Solano,2020,14.69,92.36542016806725,202,8,11,111.02,15.739486838020596,8.860434878458085,83.9,3.485121709859901
06095,Solano,2021,13.65,91.83022587268994,203,5,0,110.0912,15.88124014247993,8.643605238441227,83.9,2.5329762034627312
06095,Solano,2022,16.65,91.92188911704312,197,11,6,114.08,16.52812115433652,8.803867005177441,83.9,2.625529461266344
06095,Solano,2023,14.05,88.68111111111112,137,6,1,109.04,16.92168118822423,9.486407112309903,83.9,2.793070641587059
06095,Solano,2024,22.1,93.04550308008214,223,9,4,111.02,17.42307232728061,9.77655238339699,83.9,2.972266203306893
06097,Sonoma,2020,11.38,82.53872857142858,162,3,16,107.97079999999998,19.61771413503596,8.672687856908501,59.2,31.81474012805863
06097,Sonoma,2021,8.91,80.66478359908884,132,1,10,103.8271999999999,19.86099435936796,8.556786017405146,59.2,29.591567948526745
06097,Sonoma,2022,13.38,81.5447256097561,146,6,8,109.04,20.591643531598816,8.788254755996691,59.2,29.730808510136537
06097,Sonoma,2023,13.56,78.65133383571967,98,1,9,100.706,20.96297272476433,8.45149307514589,59.2,30.029652890490283
06097,Sonoma,2024,21.36,83.25610451306414,201,2,18,105.08,21.5217301665842,8.779275936005277,59.2,30.25589082590022
06099,Stanislaus,2020,24.08,91.31196721311476,115,8,27,105.98,13.040175016247584,13.377392514210918,99.6,5.837386909575772
06099,Stanislaus,2021,28.44,91.94546961325968,130,6,35,107.06,12.951989862791873,13.483358204348978,99.6,5.041802619551098
06099,Stanislaus,2022,34.23,92.15245901639344,98,11,5,107.573,13.32728329918868,13.608048356799856,99.6,5.305633615663239
06099,Stanislaus,2023,31.31,88.23967213114754,86,5,16,103.29800000000004,13.5636034404708,13.027252150294249,99.6,5.780188413400628
06099,Stanislaus,2024,43.05,93.2764383561644,168,14,45,107.96,13.767577032076392,13.404574089785015,99.6,6.365502981761198
06103,Tehama,2020,32.72,89.59556650246306,271,5,64,109.94,19.800236848666167,18.57703814510097,95.8,21.17251796326386
06103,Tehama,2021,58.95,91.58390306122448,340,7,94,111.02,19.57915678322749,17.747341036039483,95.8,18.037376848098443
06103,Tehama,2022,51.52,91.53219672131148,274,17,82,112.90279999999996,19.86439435587319,16.008490623663796,95.8,16.94261383761659
06103,Tehama,2023,24.21,85.98112038140644,191,4,54,109.598,19.955738705738707,15.244200244200243,95.8,17.23036901997605
06103,Tehama,2024,50.31,90.47412776412776,299,12,102,113.0,20.07918118065892,15.38355302530422,95.8,16.33119310930323
06105,Trinity,2020,,88.02364400840925,402,8,2,107.96,27.96427717087952,22.80519894745236,61.0,50.23367369238725
06105,Trinity,2021,,89.58745127436282,472,20,2,109.94,27.75319256543179,22.20255405234543,61.0,43.90329670091895
06105,Trinity,2022,,87.4033830104322,410,9,9,111.02,27.666939392032223,21.75719050915728,61.0,40.66053338786002
06105,Trinity,2023,,85.35436065573771,242,9,1,106.85479999999994,29.34659448571069,17.814427798061185,61.0,41.20275522060589
06105,Trinity,2024,,89.35680065627564,382,15,8,111.75799999999994,30.233291298865065,20.5359394703657,61.0,41.51346874127735
06107,Tulare,2020,21.87,86.37264966163457,510,5,86,105.98,11.386018040542725,21.469754609822072,99.0,13.857280087148126
06107,Tulare,2021,29.84,87.92478827361563,604,5,140,107.96,11.280278726706426,19.50450000955416,99.0,12.58433515286624
06107,Tulare,2022,31.27,84.91301610541728,310,4,123,105.98,11.48029553528808,18.24727635253017,99.0,11.7998640104572
06107,Tulare,2023,29.81,82.40090858104318,323,3,53,107.06,11.744862056354489,17.544674572381005,99.0,11.858432517790767
06107,Tulare,2024,49.81,87.25226872246695,570,10,125,109.04,11.928522038133,17.677091580616384,99.0,11.872694196834637
06109,Tuolumne,2020,,85.4988202764977,222,4,23,105.98,26.056845254584744,10.27573088075055,89.3,25.997396630186643
06109,Tuolumne,2021,22.78,87.62214678899082,357,5,27,107.06,26.15353981499918,9.266332386003656,89.3,25.54884685681268
06109,Tuolumne,2022,33.28,88.01149478563151,278,9,26,107.96,27.25255941665303,10.704998818031386,89.3,25.53387706090577
06109,Tuolumne,2023,33.28,83.58173076923077,159,3,22,104.70199999999996,27.698503817906804,10.108796675960855,89.3,25.707724718544103
06109,Tuolumne,2024,69.81,87.72487755102041,306,12,51,109.04,28.145987008697563,9.87926162427979,89.3,25.76584193318399
06111,Ventura,2020,11.47,84.87200896191187,264,3,24,107.96,15.571446986100977,8.804291395803448,72.1,11.848595534664309
06111,Ventura,2021,6.02,84.48571641791045,266,0,4,105.98,15.674204825762638,8.723994534193823,72.1,11.871674844009068
06111,Ventura,2022,13.21,85.521546626232,281,7,23,107.79799999999994,16.341393025490227,8.825915162427005,72.1,12.140101164810831
06111,Ventura,2023,10.49,80.88114551083592,163,0,10,102.10099999999991,16.858154818498818,8.90297628775832,72.1,12.651192700247032
06111,Ventura,2024,13.02,84.13599399849963,249,4,18,108.44960000000005,17.40876378707749,9.230311808556497,72.1,13.1199099012006
06113,Yolo,2020,24.16,94.61285123966942,259,11,16,109.04,12.485030213827969,17.91666285756077,99.7,4.353189705929763
06113,Yolo,2021,16.88,95.87111111111112,294,19,3,111.92,12.5328214191774,16.629211409163695,99.7,3.716234353498521
06113,Yolo,2022,29.98,95.396,280,22,6,114.98,13.043598399196837,16.819025425875353,99.7,3.899447356320279
06113,Yolo,2023,35.67,91.78916455696204,151,15,6,107.96,13.277038506396304,15.687706054678532,99.7,4.218043637980212
06113,Yolo,2024,37.45,96.74981132075472,308,18,11,111.92,13.470920005077891,16.085127219310493,99.7,4.521276527151144
06115,Yuba,2020,16.84,89.30270491803279,75,7,8,108.1886,12.367782880140345,14.730922037046591,97.7,23.62170474753028
06115,Yuba,2021,29.1,90.35762295081967,80,5,24,109.553,12.450873090891,14.84876374309736,97.7,23.455455125398444
06115,Yuba,2022,28.67,89.26581967213114,82,10,13,110.6816,12.912306468392387,15.14595190012851,97.7,23.529174649860096
06115,Yuba,2023,51.7,86.28696721311475,55,5,4,108.5756,13.106801959580642,15.047123821904451,97.7,23.672774235469152
06115,Yuba,2024,68.03,90.74934426229508,88,13,19,111.0686,13.087673210503272,13.963340315003492,97.7,23.70087633141378
